template_id,cell_row,cell_col,row_label,col_label,data_type,n_values,median_log10,mad_log10,spread_p10_p90,status
03.00,0070,0080,7. Corporates,h. 75%,monetary,59,7.134,0.987,3.77,auswertbar
03.00,0070,0090,7. Corporates,i. 100%,monetary,164,7.592,0.766,4.14,auswertbar
03.00,0070,0100,7. Corporates,j. 150%,monetary,39,6.629,0.700,2.66,auswertbar
03.00,0070,0120,7. Corporates,l. Total exposure value,monetary,171,7.729,0.822,4.49,auswertbar
03.00,0080,0080,8. Retail,h. 75%,monetary,48,6.216,0.828,3.10,auswertbar
03.00,0080,0090,8. Retail,i. 100%,monetary,28,5.895,0.980,3.21,auswertbar
03.00,0080,0120,8. Retail,l. Total exposure value,monetary,63,6.201,0.963,3.04,auswertbar
03.00,0090,0050,9. Institutions and corporates with a short-term credit assessment,e. 20%,monetary,22,7.384,0.778,2.12,auswertbar
03.00,0090,0060,9. Institutions and corporates with a short-term credit assessment,f. 50%,monetary,24,6.787,0.907,3.81,auswertbar
03.00,0090,0120,9. Institutions and corporates with a short-term credit assessment,l. Total exposure value,monetary,30,7.254,0.824,3.19,auswertbar
03.00,0100,0090,10. Other items,i. 100%,monetary,41,6.028,1.178,4.28,auswertbar
03.00,0100,0100,10. Other items,j. 150%,monetary,55,5.764,1.054,3.78,auswertbar
03.00,0100,0120,10. Other items,l. Total exposure value,monetary,86,6.214,1.253,4.64,auswertbar
03.00,0110,0010,11. Total exposure value,a. 0%,monetary,114,8.285,0.970,3.95,auswertbar
03.00,0110,0020,11. Total exposure value,b. 2%,monetary,127,8.054,0.825,3.38,auswertbar
03.00,0110,0030,11. Total exposure value,c. 4%,monetary,29,7.770,0.812,4.10,auswertbar
03.00,0110,0050,11. Total exposure value,e. 20%,monetary,185,7.225,0.842,4.06,auswertbar
03.00,0110,0060,11. Total exposure value,f. 50%,monetary,134,7.372,0.909,3.56,auswertbar
03.00,0110,0080,11. Total exposure value,h. 75%,monetary,93,6.618,1.182,3.42,auswertbar
03.00,0110,0090,11. Total exposure value,i. 100%,monetary,169,7.649,0.729,4.16,auswertbar
03.00,0110,0100,11. Total exposure value,j. 150%,monetary,107,6.537,0.855,4.15,auswertbar
03.00,0110,0110,11. Total exposure value,k. Others,monetary,118,7.691,0.892,3.42,auswertbar
03.00,0110,0120,11. Total exposure value,l. Total exposure value,monetary,206,8.550,0.844,3.95,auswertbar
04.00.A,0010,0010,01. 0.00 to <0.15,0a. Exposure value,monetary,184,8.135,1.376,4.25,auswertbar
04.00.A,0010,0020,01. 0.00 to <0.15,b. Exposure weighted average PD (%),percentage,172,-3.098,0.115,0.41,auswertbar
04.00.A,0010,0030,01. 0.00 to <0.15,c. Number of obligors,integer,181,1.778,0.699,2.63,auswertbar
04.00.A,0010,0040,01. 0.00 to <0.15,d. Exposure weighted average LGD (%),percentage,183,-0.374,0.027,0.32,auswertbar
04.00.A,0010,0050,01. 0.00 to <0.15,e. Exposure weighted average maturity (years),integer,155,0.301,0.176,0.48,auswertbar
04.00.A,0010,0060,01. 0.00 to <0.15,f. RWEA,monetary,177,7.430,1.240,4.24,auswertbar
04.00.A,0010,0070,01. 0.00 to <0.15,g. Density of risk weighted exposure amounts,percentage,181,-0.742,0.140,0.65,auswertbar
04.00.A,0020,0010,2. 0.15 to <0.25,0a. Exposure value,monetary,157,7.380,1.009,3.65,auswertbar
04.00.A,0020,0020,2. 0.15 to <0.25,b. Exposure weighted average PD (%),percentage,152,-2.715,0.037,0.12,auswertbar
04.00.A,0020,0030,2. 0.15 to <0.25,c. Number of obligors,integer,154,1.544,0.590,2.14,auswertbar
04.00.A,0020,0040,2. 0.15 to <0.25,d. Exposure weighted average LGD (%),percentage,156,-0.394,0.048,0.24,auswertbar
04.00.A,0020,0050,2. 0.15 to <0.25,e. Exposure weighted average maturity (years),integer,132,0.301,0.176,0.60,auswertbar
04.00.A,0020,0060,2. 0.15 to <0.25,f. RWEA,monetary,156,7.055,0.974,3.75,auswertbar
04.00.A,0020,0070,2. 0.15 to <0.25,g. Density of risk weighted exposure amounts,percentage,156,-0.480,0.107,0.51,auswertbar
04.00.A,0030,0010,3. 0.25 to <0.50,0a. Exposure value,monetary,173,7.545,0.834,3.45,auswertbar
04.00.A,0030,0020,3. 0.25 to <0.50,b. Exposure weighted average PD (%),percentage,171,-2.437,0.044,0.18,auswertbar
04.00.A,0030,0030,3. 0.25 to <0.50,c. Number of obligors,integer,171,1.663,0.670,2.61,auswertbar
04.00.A,0030,0040,3. 0.25 to <0.50,d. Exposure weighted average LGD (%),percentage,174,-0.393,0.046,0.25,auswertbar
04.00.A,0030,0050,3. 0.25 to <0.50,e. Exposure weighted average maturity (years),integer,147,0.301,0.176,0.60,auswertbar
04.00.A,0030,0060,3. 0.25 to <0.50,f. RWEA,monetary,171,7.180,0.881,3.55,auswertbar
04.00.A,0030,0070,3. 0.25 to <0.50,g. Density of risk weighted exposure amounts,percentage,173,-0.329,0.083,0.49,auswertbar
04.00.A,0040,0010,4. 0.50 to <0.75,0a. Exposure value,monetary,155,7.219,0.812,3.03,auswertbar
04.00.A,0040,0020,4. 0.50 to <0.75,b. Exposure weighted average PD (%),percentage,155,-2.201,0.026,0.12,auswertbar
04.00.A,0040,0030,4. 0.50 to <0.75,c. Number of obligors,integer,151,1.431,0.581,2.49,auswertbar
04.00.A,0040,0040,4. 0.50 to <0.75,d. Exposure weighted average LGD (%),percentage,155,-0.398,0.051,0.30,auswertbar
04.00.A,0040,0050,4. 0.50 to <0.75,e. Exposure weighted average maturity (years),integer,130,0.301,0.176,0.60,auswertbar
04.00.A,0040,0060,4. 0.50 to <0.75,f. RWEA,monetary,155,6.953,0.857,3.10,auswertbar
04.00.A,0040,0070,4. 0.50 to <0.75,g. Density of risk weighted exposure amounts,percentage,154,-0.230,0.084,0.46,auswertbar
04.00.A,0050,0010,5. 0.75 to <2.5,0a. Exposure value,monetary,172,7.249,0.946,3.46,auswertbar
04.00.A,0050,0020,5. 0.75 to <2.5,b. Exposure weighted average PD (%),percentage,171,-1.876,0.060,0.32,auswertbar
04.00.A,0050,0030,5. 0.75 to <2.5,c. Number of obligors,integer,169,1.699,0.745,2.50,auswertbar
04.00.A,0050,0040,5. 0.75 to <2.5,d. Exposure weighted average LGD (%),percentage,171,-0.398,0.051,0.27,auswertbar
04.00.A,0050,0050,5. 0.75 to <2.5,e. Exposure weighted average maturity (years),integer,135,0.301,0.176,0.48,auswertbar
04.00.A,0050,0060,5. 0.75 to <2.5,f. RWEA,monetary,172,7.119,0.954,3.47,auswertbar
04.00.A,0050,0070,5. 0.75 to <2.5,g. Density of risk weighted exposure amounts,percentage,171,-0.105,0.090,0.43,auswertbar
04.00.A,0060,0010,6. 2.5 to <10,0a. Exposure value,monetary,146,7.027,0.727,2.84,auswertbar
04.00.A,0060,0020,6. 2.5 to <10,b. Exposure weighted average PD (%),percentage,145,-1.348,0.071,0.33,auswertbar
04.00.A,0060,0030,6. 2.5 to <10,c. Number of obligors,integer,144,1.398,0.659,2.19,auswertbar
04.00.A,0060,0040,6. 2.5 to <10,d. Exposure weighted average LGD (%),percentage,145,-0.390,0.043,0.27,auswertbar
04.00.A,0060,0050,6. 2.5 to <10,e. Exposure weighted average maturity (years),integer,114,0.301,0.176,0.48,auswertbar
04.00.A,0060,0060,6. 2.5 to <10,f. RWEA,monetary,146,7.058,0.768,2.74,auswertbar
04.00.A,0060,0070,6. 2.5 to <10,g. Density of risk weighted exposure amounts,percentage,145,0.065,0.080,0.49,auswertbar
04.00.A,0070,0010,7. 10 to <100,0a. Exposure value,monetary,129,6.344,0.967,3.23,auswertbar
04.00.A,0070,0020,7. 10 to <100,b. Exposure weighted average PD (%),percentage,129,-0.691,0.135,0.61,auswertbar
04.00.A,0070,0030,7. 10 to <100,c. Number of obligors,integer,130,1.057,0.580,2.31,auswertbar
04.00.A,0070,0040,7. 10 to <100,d. Exposure weighted average LGD (%),percentage,130,-0.394,0.048,0.36,auswertbar
04.00.A,0070,0050,7. 10 to <100,e. Exposure weighted average maturity (years),integer,97,0.301,0.176,0.60,auswertbar
04.00.A,0070,0060,7. 10 to <100,f. RWEA,monetary,128,6.571,0.965,3.50,auswertbar
04.00.A,0070,0070,7. 10 to <100,g. Density of risk weighted exposure amounts,percentage,127,0.279,0.084,0.48,auswertbar
04.00.A,0080,0010,8. 100 (default),0a. Exposure value,monetary,103,6.251,0.766,2.88,auswertbar
04.00.A,0080,0020,8. 100 (default),b. Exposure weighted average PD (%),percentage,103,0.000,0.000,0.00,auswertbar
04.00.A,0080,0030,8. 100 (default),c. Number of obligors,integer,109,0.699,0.602,1.70,auswertbar
04.00.A,0080,0040,8. 100 (default),d. Exposure weighted average LGD (%),percentage,105,-0.398,0.051,0.49,auswertbar
04.00.A,0080,0050,8. 100 (default),e. Exposure weighted average maturity (years),integer,85,0.301,0.301,0.60,auswertbar
04.00.A,0080,0060,8. 100 (default),f. RWEA,monetary,47,6.080,0.841,3.69,auswertbar
04.00.A,0080,0070,8. 100 (default),g. Density of risk weighted exposure amounts,percentage,49,-0.166,0.470,1.95,auswertbar
04.00.A,0090,0010,Sub-total (Exposure class X),0a. Exposure value,monetary,218,8.401,1.103,3.91,auswertbar
04.00.A,0090,0020,Sub-total (Exposure class X),b. Exposure weighted average PD (%),percentage,208,-2.132,0.571,1.96,auswertbar
04.00.A,0090,0030,Sub-total (Exposure class X),c. Number of obligors,integer,211,2.179,0.750,2.75,auswertbar
04.00.A,0090,0040,Sub-total (Exposure class X),d. Exposure weighted average LGD (%),percentage,215,-0.388,0.041,0.29,auswertbar
04.00.A,0090,0050,Sub-total (Exposure class X),e. Exposure weighted average maturity (years),integer,182,0.301,0.176,0.48,auswertbar
04.00.A,0090,0060,Sub-total (Exposure class X),f. RWEA,monetary,216,7.939,0.969,3.72,auswertbar
04.00.A,0090,0070,Sub-total (Exposure class X),g. Density of risk weighted exposure amounts,percentage,212,-0.462,0.221,0.88,auswertbar
04.00.B,0100,0010,Total (all CCR relevant exposure classes),a. Exposure value,monetary,59,9.337,0.865,3.20,auswertbar
04.00.B,0100,0020,Total (all CCR relevant exposure classes),b. Exposure weighted average PD (%),percentage,53,-2.326,0.322,1.25,auswertbar
04.00.B,0100,0030,Total (all CCR relevant exposure classes),c. Number of obligors,integer,58,2.981,0.566,2.56,auswertbar
04.00.B,0100,0040,Total (all CCR relevant exposure classes),d. Exposure weighted average LGD (%),percentage,56,-0.378,0.030,0.18,auswertbar
04.00.B,0100,0050,Total (all CCR relevant exposure classes),e. Exposure weighted average maturity (years),integer,54,0.301,0.176,0.48,auswertbar
04.00.B,0100,0060,Total (all CCR relevant exposure classes),f. RWEA,monetary,60,8.839,0.681,2.51,auswertbar
04.00.B,0100,0070,Total (all CCR relevant exposure classes),g. Density of risk weighted exposure amounts,percentage,59,-0.513,0.176,1.03,auswertbar
05.00.A,0010,0010,01. Cash – domestic currency,a. Segregated,monetary,64,7.926,0.656,3.53,auswertbar
05.00.A,0010,0020,01. Cash – domestic currency,b. Unsegregated,monetary,136,8.302,0.919,4.36,auswertbar
05.00.A,0010,0060,01. Cash – domestic currency,f. Unsegregated,monetary,80,8.610,0.854,3.28,auswertbar
05.00.A,0020,0010,2. Cash – other currencies,a. Segregated,monetary,34,7.150,0.657,2.87,auswertbar
05.00.A,0020,0020,2. Cash – other currencies,b. Unsegregated,monetary,86,8.241,0.785,3.16,auswertbar
05.00.A,0020,0060,2. Cash – other currencies,f. Unsegregated,monetary,54,8.441,1.395,4.75,auswertbar
05.00.A,0030,0010,3. Domestic sovereign debt,a. Segregated,monetary,24,8.220,0.827,2.27,auswertbar
05.00.A,0030,0020,3. Domestic sovereign debt,b. Unsegregated,monetary,38,8.496,0.823,2.90,auswertbar
05.00.A,0030,0060,3. Domestic sovereign debt,f. Unsegregated,monetary,79,9.109,0.879,3.30,auswertbar
05.00.A,0040,0010,4. Other sovereign debt,a. Segregated,monetary,34,8.691,0.669,1.86,auswertbar
05.00.A,0040,0020,4. Other sovereign debt,b. Unsegregated,monetary,36,8.842,0.624,2.83,auswertbar
05.00.A,0040,0060,4. Other sovereign debt,f. Unsegregated,monetary,68,9.845,0.862,3.65,auswertbar
05.00.A,0050,0060,5. Government agency debt,f. Unsegregated,monetary,32,8.692,0.682,2.51,auswertbar
05.00.A,0060,0010,6. Corporate bonds,a. Segregated,monetary,25,8.226,0.704,2.74,auswertbar
05.00.A,0060,0020,6. Corporate bonds,b. Unsegregated,monetary,33,7.631,0.726,2.94,auswertbar
05.00.A,0060,0060,6. Corporate bonds,f. Unsegregated,monetary,64,9.385,0.636,2.74,auswertbar
05.00.A,0070,0010,7. Equity securities,a. Segregated,monetary,22,8.170,0.801,2.25,auswertbar
05.00.A,0070,0020,7. Equity securities,b. Unsegregated,monetary,24,8.041,0.823,2.56,auswertbar
05.00.A,0070,0060,7. Equity securities,f. Unsegregated,monetary,52,9.030,0.901,3.04,auswertbar
05.00.A,0080,0010,8. Other collateral,a. Segregated,monetary,21,7.944,0.541,1.79,auswertbar
05.00.A,0080,0020,8. Other collateral,b. Unsegregated,monetary,40,7.990,0.969,4.78,auswertbar
05.00.A,0080,0060,8. Other collateral,f. Unsegregated,monetary,67,9.324,0.796,3.30,auswertbar
05.00.A,0090,0010,9. Total,a. Segregated,monetary,90,8.212,0.755,2.56,auswertbar
05.00.A,0090,0020,9. Total,b. Unsegregated,monetary,145,8.445,0.957,4.72,auswertbar
05.00.A,0090,0050,9. Total,e. Segregated,monetary,20,8.095,1.392,4.26,auswertbar
05.00.A,0090,0060,9. Total,f. Unsegregated,monetary,112,9.640,1.069,3.72,auswertbar
05.00.B,0010,0030,01. Cash – domestic currency,c. Segregated,monetary,68,7.759,0.636,2.52,auswertbar
05.00.B,0010,0040,01. Cash – domestic currency,d. Unsegregated,monetary,133,8.275,1.039,4.96,auswertbar
05.00.B,0010,0080,01. Cash – domestic currency,h. Unsegregated,monetary,70,8.625,1.268,4.35,auswertbar
05.00.B,0020,0030,2. Cash – other currencies,c. Segregated,monetary,43,7.773,0.532,2.44,auswertbar
05.00.B,0020,0040,2. Cash – other currencies,d. Unsegregated,monetary,83,8.205,0.918,3.60,auswertbar
05.00.B,0020,0080,2. Cash – other currencies,h. Unsegregated,monetary,47,9.094,1.304,4.12,auswertbar
05.00.B,0030,0030,3. Domestic sovereign debt,c. Segregated,monetary,34,8.441,0.378,1.80,auswertbar
05.00.B,0030,0040,3. Domestic sovereign debt,d. Unsegregated,monetary,35,8.372,0.433,1.76,auswertbar
05.00.B,0030,0080,3. Domestic sovereign debt,h. Unsegregated,monetary,74,9.360,0.887,3.06,auswertbar
05.00.B,0040,0030,4. Other sovereign debt,c. Segregated,monetary,33,8.865,0.299,1.92,auswertbar
05.00.B,0040,0040,4. Other sovereign debt,d. Unsegregated,monetary,33,8.436,0.527,1.86,auswertbar
05.00.B,0040,0080,4. Other sovereign debt,h. Unsegregated,monetary,62,9.517,1.105,3.14,auswertbar
05.00.B,0050,0080,5. Government agency debt,h. Unsegregated,monetary,34,8.810,0.671,2.73,auswertbar
05.00.B,0060,0080,6. Corporate bonds,h. Unsegregated,monetary,64,9.368,0.706,2.82,auswertbar
05.00.B,0070,0080,7. Equity securities,h. Unsegregated,monetary,43,9.312,0.703,2.90,auswertbar
05.00.B,0080,0030,8. Other collateral,c. Segregated,monetary,26,8.524,0.564,1.99,auswertbar
05.00.B,0080,0080,8. Other collateral,h. Unsegregated,monetary,67,9.232,0.724,3.06,auswertbar
05.00.B,0090,0030,9. Total,c. Segregated,monetary,106,8.416,0.689,2.80,auswertbar
05.00.B,0090,0040,9. Total,d. Unsegregated,monetary,142,8.406,0.849,4.10,auswertbar
05.00.B,0090,0070,9. Total,g. Segregated,monetary,26,8.271,0.854,2.36,auswertbar
05.00.B,0090,0080,9. Total,h. Unsegregated,monetary,105,9.639,1.026,3.61,auswertbar
06.00,0010,0010,1. Single-name credit default swaps,a. Protection bought,monetary,38,9.651,0.692,3.33,auswertbar
06.00,0010,0020,1. Single-name credit default swaps,b. Protection sold,monetary,35,9.492,0.823,3.13,auswertbar
06.00,0020,0010,2. Index credit default swaps,a. Protection bought,monetary,40,9.482,0.749,3.36,auswertbar
06.00,0020,0020,2. Index credit default swaps,b. Protection sold,monetary,36,9.578,0.818,3.32,auswertbar
06.00,0060,0010,6. Total notionals,a. Protection bought,monetary,47,9.871,0.942,3.57,auswertbar
06.00,0060,0020,6. Total notionals,b. Protection sold,monetary,42,9.939,1.060,3.33,auswertbar
06.00,0070,0010,7. Positive fair value (asset),a. Protection bought,monetary,35,7.426,0.852,3.28,auswertbar
06.00,0070,0020,7. Positive fair value (asset),b. Protection sold,monetary,40,8.259,0.821,3.00,auswertbar
06.00,0080,0010,8. Negative fair value (liability),a. Protection bought,monetary,43,8.312,0.953,3.05,auswertbar
06.00,0080,0020,8. Negative fair value (liability),b. Protection sold,monetary,35,7.239,1.192,3.18,auswertbar
07.00,0010,0010,01. RWEA as at the end of the previous reporting period,a. RWEA,monetary,36,9.544,0.359,1.48,auswertbar
07.00,0020,0010,2. Asset size,a. RWEA,monetary,36,8.309,0.547,1.81,auswertbar
07.00,0030,0010,3. Credit quality of counterparties,a. RWEA,monetary,33,7.634,0.338,1.85,auswertbar
07.00,0090,0010,9. Risk weighted exposure amount at the end of the current reporting period,a. RWEA,monetary,36,9.495,0.318,1.48,auswertbar
08.00,0010,0020,1. Exposures to QCCPs (total),b. RWEA,monetary,154,6.938,0.843,3.50,auswertbar
08.00,0020,0010,2. Exposures for trades at QCCPs (excluding initial margin and default fund contributions); of which,a. Exposure value,monetary,155,8.208,0.667,2.81,auswertbar
08.00,0020,0020,2. Exposures for trades at QCCPs (excluding initial margin and default fund contributions); of which,b. RWEA,monetary,153,6.610,0.755,3.00,auswertbar
08.00,0030,0010,3. (i) OTC derivatives,a. Exposure value,monetary,139,8.069,0.547,2.54,auswertbar
08.00,0030,0020,3. (i) OTC derivatives,b. RWEA,monetary,137,6.509,0.687,2.69,auswertbar
08.00,0040,0010,4. (ii) Exchange-traded derivatives,a. Exposure value,monetary,61,7.749,0.997,3.67,auswertbar
08.00,0040,0020,4. (ii) Exchange-traded derivatives,b. RWEA,monetary,60,6.056,1.105,3.79,auswertbar
08.00,0050,0010,5. (iii) SFTs,a. Exposure value,monetary,71,8.145,0.894,3.29,auswertbar
08.00,0050,0020,5. (iii) SFTs,b. RWEA,monetary,69,6.446,0.835,3.26,auswertbar
08.00,0070,0010,7. Segregated initial margin,a. Exposure value,monetary,65,8.206,0.622,2.62,auswertbar
08.00,0080,0010,8. Non-segregated initial margin,a. Exposure value,monetary,62,8.143,0.664,1.97,auswertbar
08.00,0080,0020,8. Non-segregated initial margin,b. RWEA,monetary,55,6.905,0.641,1.90,auswertbar
08.00,0090,0010,9. Prefunded default fund contributions,a. Exposure value,monetary,90,7.617,0.910,2.89,auswertbar
08.00,0090,0020,9. Prefunded default fund contributions,b. RWEA,monetary,91,6.892,1.063,3.07,auswertbar
08.00,0100,0010,10. Unfunded default fund contributions,a. Exposure value,monetary,24,8.609,0.756,2.21,auswertbar
08.00,0110,0020,11. Exposures to non-QCCPs (total),b. RWEA,monetary,20,7.590,0.960,2.36,auswertbar
09.01,0010,0030,1. Total exposures,c. Non-STS,monetary,38,8.153,0.877,3.60,auswertbar
09.01,0010,0040,1. Total exposures,d. of which SRT,monetary,27,7.496,0.867,2.20,auswertbar
09.01,0010,0050,1. Total exposures,e. Synthetic,monetary,49,9.266,0.753,3.56,auswertbar
09.01,0010,0060,1. Total exposures,f. of which SRT,monetary,50,9.251,0.731,3.56,auswertbar
09.01,0010,0070,1. Total exposures,g. Sub-total,monetary,71,9.087,0.820,3.61,auswertbar
09.01,0010,0090,1. Total exposures,i. Non-STS,monetary,23,9.329,0.477,3.03,auswertbar
09.01,0010,0110,1. Total exposures,k. Sub-total,monetary,21,9.710,0.346,2.49,auswertbar
09.01,0010,0120,1. Total exposures,l. STS,monetary,47,8.729,0.696,3.96,auswertbar
09.01,0010,0130,1. Total exposures,m. Non-STS,monetary,66,8.703,0.859,3.04,auswertbar
09.01,0010,0150,1. Total exposures,o. Sub-total,monetary,72,8.833,0.800,4.37,auswertbar
09.01,0020,0030,2. Retail (total),c. Non-STS,monetary,27,8.267,1.176,3.67,auswertbar
09.01,0020,0050,2. Retail (total),e. Synthetic,monetary,26,9.026,0.466,1.46,auswertbar
09.01,0020,0060,2. Retail (total),f. of which SRT,monetary,26,9.026,0.466,1.47,auswertbar
09.01,0020,0070,2. Retail (total),g. Sub-total,monetary,47,8.959,0.582,3.54,auswertbar
09.01,0020,0120,2. Retail (total),l. STS,monetary,41,8.659,0.659,3.89,auswertbar
09.01,0020,0130,2. Retail (total),m. Non-STS,monetary,56,8.386,0.718,3.11,auswertbar
09.01,0020,0150,2. Retail (total),o. Sub-total,monetary,64,8.513,0.882,4.31,auswertbar
09.01,0030,0030,3.    residential mortgage,c. Non-STS,monetary,22,8.543,1.390,3.56,auswertbar
09.01,0030,0070,3.    residential mortgage,g. Sub-total,monetary,33,8.880,0.716,3.61,auswertbar
09.01,0030,0120,3.    residential mortgage,l. STS,monetary,33,8.430,0.430,3.56,auswertbar
09.01,0030,0130,3.    residential mortgage,m. Non-STS,monetary,45,7.792,0.712,4.09,auswertbar
09.01,0030,0150,3.    residential mortgage,o. Sub-total,monetary,53,8.336,0.764,4.02,auswertbar
09.01,0050,0070,5.    other retail exposures,g. Sub-total,monetary,31,8.735,0.567,3.55,auswertbar
